i,j
9082,566
765,3872
4065,1219
104,5183
11290,10786
4483,9830
5470,11183
99,1430
936,11217
415,3027
1181,5407
8786,9504
3252,6993
9023,11366
9764,1343
6975,6597
8654,7401
4182,6598
6914,7620
6099,3715
1196,8778
3673,1005
76,8631
4991,7052
3795,11228
4999,7637
2723,9292
9706,7163
7039,3308
4547,7943
9443,325
20,2341
1021,826
2947,5516
6079,653
10292,652
6553,17
3569,5398
8148,6385
2978,3469
8802,9753
7005,8731
2256,7686
6350,235
3879,4412
9646,1691
4890,7819
9651,7509
4869,8148
4023,11496
7027,3113
3051,6467
2465,1110
6366,5630
3617,9171
4404,6578
10234,6442
5485,7348
1454,5557
11530,2117
3999,4916
3399,722
4445,7484
6400,5789
960,5722
6190,3679
1814,7604
4645,168
1766,8625
9042,3562
10807,6375
8578,1938
3291,803
5458,3189
9425,6961
251,7555
2382,43
10481,3394
7762,6039
8156,7357
2132,481
10088,16
4557,3700
2562,6399
10317,8226
9299,5975
5065,9436
9038,3892
2371,5502
2299,795
11452,2294
673,7121
1044,1516
6300,3577
251,5710
6617,1239
1272,5010
144,930
3084,723
9058,5821
5721,3670
10243,4479
10071,5519
2562,2616
2803,2621
7504,5219
278,5223
9199,3051
9172,8947
8335,11429
240,9038
6372,1951
8316,5427
5444,9733
7141,1677
3388,6187
5789,1463
3777,8866
3230,6243
293,1749
2438,8340
11481,299
65,11552
3440,2364
2667,5066
6600,842
6103,255
7244,8623
3942,9354
2020,8593
1175,7561
6222,10768
7296,3848
9706,3156
4562,6440
3242,1666
166,5631
2020,7020
7791,9761
5745,1160
3734,1029
1757,2471
721,9659
1401,10963
9727,7764
5010,8236
10063,3337
2370,5916
11198,5499
156,9139
3850,3591
3363,2131
4296,3218
3922,567
10250,322
770,5020
4175,9849
8699,7544
8004,6567
6731,9765
1518,3913
6106,2135
3506,8773
551,633
11359,8956
8511,5829
6206,8532
6310,1398
3135,9660
4259,2810
8105,4393
1494,11431
3859,10057
11508,9473
8557,1147
1381,10193
2820,6439
6271,1020
7032,2634
6427,3281
5012,1119
10419,8374
2261,188
92,348
8627,324
4776,680
10455,341
8873,5986
3640,11496
8377,2945
7002,6900
5357,6352
2709,9649
1709,949
3311,10945
2603,6573
5902,3595
303,5114
5978,8159
3948,10363
731,277
10640,1393
1364,6018
4576,6358
9737,6466
255,7007
5811,10359
11219,10190
5398,9309
565,11258
2553,9096
5030,10333
3,7525
6545,3871
4900,8437
763,3923
9454,5261
2157,1193
2023,4133
1698,6621
4002,3391
3160,235
245,3694
5835,7500
7688,9351
9482,5963
7614,2551
9688,6986
10318,5388
5782,1853
278,2529
955,4880
1575,5099
8582,7782
1780,5208
1166,10088
3435,5842
8843,9171
4672,1523
507,9845
5494,5772
5681,4883
4961,3508
4322,2876
9700,5501
8521,9832
1650,2423
9049,615
5646,4658
11493,4891
7098,10862
3780,9700
5763,2036
6553,585
1652,4047
3002,1809
3926,916
11487,6
7057,4287
8404,9090
10983,3948
3445,5939
2828,7859
9079,8730
8198,4031
2032,128
4874,11359
1340,8989
7121,5976
1074,6230
8730,6578
10787,129
10960,8267
9129,1677
6446,983
8579,4449
348,10758
6869,873
8894,4306
7646,10193
234,5134
6072,800
2758,7889
1465,7295
3601,11319
2218,7078
6850,1167
1789,8403
4878,942
5972,11158
3734,2643
4334,6917
4135,8733
3892,880
4080,4203
7929,8997
7305,10176
10531,10401
10644,6921
10536,6826
3937,3548
10292,5246
3391,10676
3613,8506
4664,112
2944,10468
5296,10781
8408,2566
8812,1035
3561,3141
2444,5223
7368,5501
5549,1506
3346,10424
6596,10846
3397,7908
6120,8370
5447,6223
4329,8226
1860,5769
2306,9847
4481,6229
6163,3333
9006,10065
5195,4165
3248,3875
5464,3283
3550,506
1733,6057
4023,10939
6130,4083
6781,3383
1424,6352
8260,8220
4270,10939
6791,1105
5266,484
5061,8269
11347,862
4658,11000
10578,4451
3879,2043
2927,8650
579,3847
2828,1648
188,7981
7547,1287
607,3887
3318,1599
33,1396
1117,1118
5355,3009
1864,7463
3770,5357
7058,10722
1256,5251
2016,2115
7933,4622
2735,1327
5354,2634
8670,9483
4599,4832
4066,4367
200,8919
3196,10186
10636,6921
4095,3071
1869,1312
8909,6419
7024,11203
7154,5617
7153,1430
1376,8467
6965,3463
8460,9458
3423,10427
8179,465
4672,4836
7365,7816
810,483
3406,6316
8941,1324
5309,8532
4818,11421
10587,8712
11349,10786
2497,11147
1507,6348
10065,8677
1807,2936
2278,550
1167,4678
5355,2278
1588,11
4244,2222
5421,5896
10936,753
9690,8764
3712,2371
1483,7809
5621,7413
5979,735
4620,3476
277,4587
2572,7471
5646,6448
9678,7304
268,5495
2342,8673
11301,11320
1838,8086
9707,2485
4226,157
1709,534
11199,3666
6995,1739
3664,9456
8517,3666
11531,2819
1240,3831
9720,4698
7407,1296
431,7149
1581,3550
4976,8441
89,979
9714,2758
6815,4286
8018,2403
1405,11412
1007,635
1028,4544
8008,8556
8588,11402
5568,4131
3601,9418
405,1881
2921,5519
2316,6062
9576,6676
4902,5553
4358,2583
5063,8895
189,7424
2269,9725
5058,7467
5150,7005
1990,6475
3156,6271
4511,7213
10942,6075
3598,6874
10834,11263
165,7130
5342,10191
7779,6783
5983,2901
8597,3367
7723,3127
307,556
1454,6571
7124,7422
412,3973
8376,1537
5084,10992
7933,10856
6237,5919
5425,7541
1841,3673
7974,3782
6814,10413
2641,3099
6960,1382
2353,7627
1558,4966
4804,5490
6560,8216
8636,9747
3737,4853
639,1518
10293,3900
95,611
1077,6332
10334,1008
857,1099
1600,5131
385,3108
2580,743
7135,6317
11439,8672
3055,6037
6509,7623
3694,4038
8430,4740
6350,4491
2211,67
2330,5571
1240,4834
5136,3542
121,1084
7740,4076
609,6383
2846,10141
3714,11000
3678,4389
3822,7897
4056,4587
6659,6404
7171,1508
5929,10321
5303,3070
10364,5741
9998,10962
7662,9425
10375,2465
2257,914
568,5639
2301,9418
5184,4452
1908,276
6212,3924
7528,8267
8951,8287
1346,1005
1973,8294
4035,6529
9114,10984
1682,3666
9395,2110
11383,8431
4751,2432
2229,3539
6526,10541
1450,2189
10583,10543
2731,2215
6315,6845
9611,208
4252,4963
1088,6466
3890,6149
3615,10876
4082,5639
2250,6413
3362,6899
4271,6172
10517,5975
3086,9131
9846,11232
5835,7125
333,4826
3771,2279
1880,4411
429,8614
10592,9518
8298,508
646,2766
2489,6109
8398,8387
8109,4537
4959,3477
3629,10768
10941,6043
919,7335
213,6896
7299,4968
8897,6047
11070,228
8753,74
809,3896
11535,4352
7141,1367
10456,4291
7296,7487
7675,2371
18,1743
5831,3997
8048,1033
141,8003
7523,2690
157,2086
441,5721
1670,7675
932,2724
3941,5923
4511,7196
4766,9227
177,2581
9852,4878
7533,5895
10081,2533
11370,702
87,1153
8338,4988
4130,2882
1353,3983
5906,7838
1401,272
8584,7737
1310,5528
10424,8568
2586,3813
303,3258
11003,2392
8335,1793
2447,1679
7,8779
7237,8941
3108,3584
11241,1342
6054,562
8963,3186
3576,5617
9244,2735
10872,10291
5127,2979
9432,1793
1928,6676
342,1026
9672,6966
1076,9036
8838,6389
5374,6343
5611,10422
3876,42
4208,8924
3486,1834
4987,517
1143,11000
2387,3401
8686,5514
3217,5441
4538,6109
78,2886
8789,11160
2823,6013
4451,5212
1600,9684
3158,1050
10937,11479
7,5403
10445,1287
4563,9422
4611,11455
6623,4927
8734,8470
10153,5657
9131,3923
9469,8676
8828,9039
8240,10699
3264,5577
3412,1033
940,6472
1914,1239
3331,2224
1439,2949
354,2538
186,9244
4800,7324
10188,7135
5492,3131
8846,6597
8518,1448
7139,11329
10676,10227
910,2950
1343,11331
2447,10397
3503,371
2030,6379
8075,3228
2355,2535
2378,5470
1237,8835
2492,3492
9171,3257
145,4225
5730,858
426,4751
6124,3562
1285,411
4468,2762
3040,6606
9357,5713
2122,1567
4485,4015
3934,3079
7451,1222
4394,1434
11210,742
1548,2635
590,10191
3498,10233
631,10324
4256,3552
2268,2263
5511,8444
6406,1684
10479,3192
1952,3595
11383,10986
7023,6025
1071,4051
5759,6575
5367,725
3705,6873
4553,1990
9006,2917
2521,1516
8062,6523
11352,2553
2839,10631
2072,7556
8443,5537
9355,5146
4204,5686
541,145
173,2669
6830,9382
4632,4797
5070,2858
528,7070
9259,1
11200,2107
10999,3323
7908,2705
2491,11327
5394,2398
905,4789
9098,5998
3617,4145
7362,8414
1446,8556
2813,494
6382,8213
64,6411
121,11244
4686,886
262,7498
9750,1542
3302,604
2561,1164
8782,4097
11071,10048
1567,8411
4660,1487
3327,5514
11429,5274
7003,6487
5588,1738
709,8333
11354,2060
10062,2533
7717,11187
2991,901
1060,1023
8672,7567
1953,2447
6576,5087
7879,6343
9451,4426
9485,5425
2537,2834
11516,4544
3891,4346
9514,6024
6512,11423
10933,5447
5792,5441
9107,10965
8714,5224
8705,8461
4312,4958
5349,5805
4694,33
3667,1827
7060,10112
6230,2196
1962,1193
4650,1289
2150,4009
1226,6923
9645,155
8193,5988
6276,9741
9198,4398
7925,9466
10231,7672
5500,8729
2320,972
1552,4196
815,6937
7018,1316
500,9755
7737,10649
6500,8557
7365,1065
1058,967
11496,4764
533,2397
678,7562
3576,2626
5140,6988
514,5569
7084,5394
9684,4288
501,1311
349,1732
6018,1038
894,1533
3181,1203
10425,3762
2205,6644
5484,2578
4414,142
7224,5365
4492,4197
4045,360
5251,2105
7735,3994
9127,6463
11177,606
1781,7485
2725,1877
2631,7469
7098,2749
9305,922
10599,10348
10788,3880
6961,8529
5923,9436
3009,3334
5680,2770
918,2601
11247,8109
10962,1914
5045,282
2728,6491
11455,978
9290,6225
7759,11414
11451,6645
11154,2058
8018,7833
8655,6690
7390,5982
8328,10862
6873,365
7185,10100
3624,1579
2251,4587
7575,4263
10604,2285
2994,4618
48,2035
3976,9073
321,11418
6891,3818
7348,3353
6428,11428
10637,3556
7740,10188
6510,9527
5613,10347
4992,260
11351,4057
10190,11344
9668,4165
3863,7624
8604,6327
7724,2806
2350,6587
3348,3367
1893,9465
255,3094
1279,6356
11535,1945
823,7517
1545,5394
2195,4672
508,1839
2837,11439
5005,10672
10083,10261
8997,8464
979,2475
4477,5200
102,4907
5564,11232
3910,4083
10826,7367
10746,8787
6456,1414
11374,2081
10155,7823
5479,4904
7643,854
3845,6449
4979,5948
979,10480
10194,5191
2165,2279
1322,8537
335,1164
236,5107
269,10334
10699,3695
2815,7356
641,6870
2803,5029
494,4685
6047,1751
3164,4924
10370,4857
2762,2333
8717,3574
4475,10877
4368,10070
10232,6453
2004,309
11290,7672
5552,10791
7954,6612
9654,4130
2191,4432
2572,1341
8799,5101
3509,9309
8589,1569
6294,7902
11141,8034
826,5334
7632,9151
6876,5857
9670,8679
187,553
8522,5887
6599,3220
9659,8401
10054,3550
539,2878
2122,9001
6317,1754
2390,2682
7542,879
8795,5793
1688,8873
11391,8828
5407,2654
2642,7829
215,5441
4487,441
3609,1298
1323,10643
2796,9635
4069,7289
9001,1098
1811,1974
6690,4636
357,10314
11230,9671
8367,7308
1469,3419
1099,6369
2550,1267
6589,5336
7612,2248
7612,5678
10217,8388
4384,4764
3968,9434
7341,4711
8227,2309
7750,3218
2612,6597
1878,3055
4632,8866
8987,3894
2981,7059
7463,92
416,10778
7030,7275
400,7471
102,3556
3761,3718
9713,5574
3999,8780
336,3400
5197,4841
851,334
1271,547
2385,10117
9754,6714
10593,2381
7512,3675
840,4909
5923,6561
5898,5576
2997,8339
6465,3960
6742,4035
9481,10211
1134,5218
307,6779
4364,7604
10990,6881
5373,1898
3713,5971
230,6328
8302,6895
2922,9178
2836,1623
3111,1978
1445,7442
10694,8948
915,8707
10227,3881
4532,7574
2233,1479
1328,3481
1520,10933
835,8682
1639,11258
2410,2245
3610,11233
1658,3627
10350,9456
3625,1372
7,10313
10511,6077
5225,7489
1647,7617
3310,3704
3639,6047
8463,7181
838,5385
6131,3221
9654,100
10919,5368
8314,1060
5965,1000
4163,4341
3561,9699
9678,5425
8919,5968
4840,10586
5352,1169
5599,5475
3245,10179
10999,8695
712,7075
1694,3683
8978,4749
8668,9751
2225,2884
8659,6333
7461,7175
10528,5260
4389,11188
5221,7538
1589,5620
1295,10093
4151,6515
2583,1076
9453,3880
3893,5524
1904,6225
4952,648
7721,5061
10149,9701
7146,2109
5987,1825
603,1809
3131,6293
5342,8798
4247,3495
9136,3808
1086,264
4366,9679
4733,390
9348,1341
4322,2769
2318,7
1449,7576
2921,8550
9013,4010
8107,5240
4209,7117
2923,1892
534,3967
9004,1968
5747,4438
4089,10176
705,8406
198,4779
1315,5037
7217,9139
362,1980
3855,7224
4315,1503
2491,6148
5041,7165
4875,1964
10561,8030
5725,3055
9033,1353
5313,7783
4125,3464
933,4318
1442,6539
3378,7695
6930,7672
11348,7049
5762,2100
7449,10080
8678,243
3694,11182
5776,5093
4196,3903
6394,5436
686,2981
6976,10149
334,8108
1024,7985
11301,6465
848,5102
3295,11541
2921,7183
5734,8438
7521,1826
11162,5202
10057,1930
3694,1660
4930,11518
11474,4995
5734,11339
7074,1173
5432,1999
8843,2369
9727,7175
2590,3925
844,1014
2451,822
3104,179
8007,11292
4828,9
9114,8674
3585,4674
8810,2536
1484,440
5458,9274
9524,131
6894,6992
3368,1969
916,1430
8122,6484
3970,1134
1674,3720
248,8532
6683,3257
842,359
6559,5137
9,11325
1325,11508
7758,9849
7712,10789
2908,1290
2089,9609
10361,8959
3120,8440
7524,1836
5919,801
4005,9632
4854,6930
3806,7899
8445,7667
107,3367
5840,4384
424,3143
5195,7368
804,6247
7770,1218
8851,1838
6737,3360
3100,8280
1888,2956
1516,3943
3936,331
11003,9654
6076,7293
11245,1718
1398,1706
8238,10766
4183,2538
8715,4421
7774,6300
1824,4199
4644,6690
591,3357
4136,7214
3136,2420
1034,4438
169,10117
7435,148
1016,6328
38,2950
11294,7634
11391,9127
1892,220
1234,2436
1089,4884
4286,596
7449,3233
10991,3360
7417,4356
334,4466
5541,7674
8804,8666
5201,8435
10269,5102
743,7111
7573,4764
2268,2925
4790,1081
3130,367
223,6784
5336,731
111,3222
10412,3369
10331,4601
7063,5593
8654,8782
11293,3291
2941,1171
7138,7028
6392,9998
1852,2302
10319,2524
4225,365
9706,1567
9101,5643
10966,2490
594,3588
3009,6481
8802,3631
6129,11373
503,10343
3081,11549
1626,4370
3222,2370
1768,7413
8848,2684
105,11464
3681,9324
8946,8098
6299,8196
1803,1364
7153,7907
3483,11067
8675,649
8471,7633
3137,6976
10766,9122
9305,7386
7851,2880
6101,2817
183,11302
2107,112
1324,5791
582,3261
7413,11232
9839,8749
2238,7560
310,11494
1311,7305
2123,2390
1301,8690
7117,10411
5654,2836
794,2975
3789,8109
8220,7441
607,9018
4677,4028
5883,6951
9782,6394
6094,3669
1404,1396
5077,7737
1974,4888
6018,7606
8518,11336
11472,1140
514,4356
9113,334
4675,10252
3135,9450
3747,7664
8858,3860
11292,1321
1841,11258
9119,7234
9852,969
4855,2872
3454,3456
11159,3547
5725,868
609,4387
563,6886
2324,713
10777,3463
7011,4194
1391,9158
8704,9719
7348,189
3263,10838
8866,3873
7762,2765
3786,1324
10056,3107
8428,1448
6458,3988
7569,4959
4781,8240
4536,5152
11481,2814
6083,6876
8793,3367
7677,5454
10636,9481
10993,10446
1034,9745
6899,6417
7088,2740
7778,3044
9116,3657
345,8675
1402,417
3383,116
2512,7838
4502,8896
9006,877
9418,5755
1818,5550
3816,6610
1966,7571
6783,2211
5553,7843
8920,5862
1963,5271
2765,5317
1502,3489
3947,5901
7939,6078
4126,2227
10387,277
3848,5813
3462,1879
8513,9383
771,3401
10314,4563
135,1904
4348,8395
10227,8994
8444,11237
2935,5228
7833,6404
1053,1447
5044,373
1931,3404
371,5218
1762,11206
8608,155
8900,530
3477,2614
2796,4483
3863,4351
501,2237
1952,8944
4826,4645
4213,7727
11506,176
4869,8252
2940,5762
7957,7013
10300,7501
6511,6995
7194,684
798,5739
602,2391
3769,5337
1439,4269
6220,8177
2483,8242
492,1113
7454,1571
446,1150
4166,9649
4352,1720
11495,5263
2449,6671
5568,5483
5525,2462
10834,9381
185,176
2563,3717
9468,785
11148,208
8061,7882
8869,1697
5512,7228
11540,3784
236,8259
3244,5984
7920,6610
8034,5922
5926,636
618,7080
2628,5981
1771,716
9194,3051
7134,765
3301,10698
3592,6082
9089,3460
4712,10099
4862,4664
2704,7267
560,4415
2058,11394
748,3804
3159,1273
3417,7053
1306,6032
3150,8324
2010,7008
5294,4870
5146,479
8664,9322
6883,3213
7461,6473
333,2492
7763,5387
1602,1044
2782,766
1841,6435
4654,342
2583,1113
9612,8435
5596,1275
5839,1989
3415,4498
2032,1547
8657,3171
11400,320
5583,4345
5398,129
947,10118
9702,2248
2907,135
3989,7456
1626,809
538,2432
7964,1427
3552,1107
2069,7484
3894,153
5784,6531
2675,1475
9171,3255
4702,9141
16,803
567,9199
4840,7500
1571,1416
920,6867
1883,6081
10157,3960
2970,1011
4967,1479
4223,10575
656,2747
7469,11488
4899,9165
1614,11
1496,9103
7410,3120
7975,7137
2694,3271
9755,858
6238,11456
113,4676
10764,11427
4074,5841
2165,7490
915,2308
7713,10945
5645,7603
1621,543
11246,465
1405,7984
6558,2997
8992,10483
4537,8779
8509,10946
1378,1176
6099,906
1448,6321
739,571
1677,10405
2388,2545
9035,2151
8106,1989
914,3271
2919,3794
3027,4253
1359,4262
10460,494
281,11547
5304,7286
10323,1346
6481,3402
3682,1795
10210,8378
5556,8529
156,3147
5611,1496
9488,1695
9090,3087
1375,1552
2044,1160
7466,5438
5983,2503
9816,7647
4357,4161
6877,752
9863,236
630,7526
11533,338
11524,3206
7226,11442
5370,1782
9708,2395
11166,10150
5806,7665
7929,4119
2714,4848
4144,1010
6014,7215
7997,4760
10088,10855
7460,884
3415,166
9510,4324
5507,599
3440,8009
91,4331
7486,1615
3888,8259
3489,4674
2074,5644
324,5722
6584,1778
1992,7843
11487,2684
2033,4678
6896,11443
7707,6099
5763,5988
3895,8232
8297,1635
2403,6495
2007,2726
10671,1067
8197,11390
5454,8919
1961,7289
6020,288
8957,2936
1049,406
8579,11527
582,1884
3968,1373
11381,10988
10699,10534
2586,6882
1301,1684
9728,9678
10362,5131
788,7179
5572,2951
1630,10348
387,8828
8985,583
8111,8287
10482,3662
9313,5392
5429,6119
6403,9905
10353,1776
1923,9763
9507,8004
3405,5882
9451,3157
3917,11227
5786,6368
9381,7192
232,1499
736,4485
9007,7978
6092,3200
8544,8506
7299,2369
2098,9861
2561,9152
4170,10218
7223,5821
31,8070
5165,298
6401,6623
6203,8245
77,5120
1615,3099
4744,7141
4561,1796
2040,438
4191,4194
9691,4982
8871,5598
9687,2680
191,2716
6742,5038
4175,602
11345,8398
8297,7977
7475,4858
5134,6401
1497,6311
216,4816
6029,3737
11388,3798
7538,3145
1994,3802
117,4989
4735,1999
6040,5073
4039,1758
3198,4739
4164,6164
1253,3483
9443,5088
416,482
4184,4919
10398,55
5986,851
3479,3277
3879,468
1216,3490
4444,9389
4439,2250
3274,1579
1132,8316
5675,4460
5571,8432
6097,574
2098,7981
648,11382
9486,53
3342,3651
6599,7546
10244,8866
6149,569
199,9171
10756,6464
3402,1869
5090,3392
847,8735
3488,10318
4866,2352
10375,4610
8673,3798
8776,1420
1936,226
8629,3362
5388,11168
6103,8830
2954,10943
1944,6605
4905,704
4554,675
6550,4863
6827,115
4483,1446
4852,11212
10467,5446
285,6690
904,311
2732,5063
664,6882
6105,1313
3266,502
1173,1536
781,7364
1978,10637
7345,7413
278,940
478,2025
94,10824
6352,1091
7861,4614
3861,4902
811,2052
8845,4805
9737,337
1729,5649
7210,1860
4782,6096
7072,5958
3486,11500
4527,11529
6981,2132
8095,3612
10047,8713
7753,1326
4095,2642
10064,6839
10431,9457
11230,49
9451,4246
5765,1348
5089,10336
6318,6151
10182,6265
5558,10712
3958,7151
4713,813
3562,1873
3246,4852
4991,1956
7149,5647
11455,131
4263,4462
6965,1325
5737,10752
729,3507
4029,7397
466,6598
11383,665
8695,7476
7204,3753
9078,7725
5015,6509
4281,10423
1648,9103
164,4512
1021,6615
10513,11212
4145,10077
4495,680
1522,7414
5124,6567
4888,4899
300,9683
5149,4280
4,2838
2071,10993
8566,5779
5046,10147
1431,11459
5558,177
4853,9129
1698,9705
8408,2431
3832,9700
1623,3368
1634,7676
7444,7148
2447,2479
630,7777
1058,83
8540,2729
1933,198
2086,10978
3103,5050
11337,8788
6998,5986
9746,2418
4000,5073
1550,4057
3763,5505
6990,10340
3071,4592
3451,3348
10962,7908
563,1870
10771,740
8561,7004
844,279
8953,4015
1130,7425
5581,4504
4441,6353
189,10465
4852,969
4534,5157
1755,4172
9713,6005
8729,3543
4489,5632
117,4045
10820,6220
6484,3315
3494,11503
8530,677
10936,3594
9482,10320
2032,1590
554,3179
6355,968
754,6837
2440,3257
10758,1150
3040,7653
9395,5658
9672,11394
244,2601
7399,1705
1612,5728
2832,7984
1349,8709
4879,7534
3894,171
5553,4090
7338,5456
5255,1023
4719,7847
5194,4403
6922,8268
3889,9523
2392,8831
5012,80
7007,10059
10181,8428
5161,2993
161,10975
7984,10087
4619,2706
1463,3779
2291,11552
887,10253
6627,10525
8399,2103
3135,1856
6038,2257
2179,8006
5094,5591
5737,8545
5679,8013
3094,1244
239,4894
6134,10403
1860,6042
3464,1947
3706,8905
5707,5177
10984,11414
11401,10926
6204,4797
8096,1096
7471,9370
2939,1019
72,6319
2024,6822
5399,429
7204,4868
7129,4517
4003,3297
83,9314
11495,4394
8842,84
7453,2972
351,6966
9100,8763
5296,8271
10935,742
3152,3656
8576,8251
1131,814
629,8952
5218,10115
4366,966
11143,5914
420,1273
3151,617
8791,5935
11180,4128
6982,2872
337,9275
9713,6022
813,3565
3621,7560
4817,5774
10394,8959
426,10643
8768,1974
1868,11345
7292,11167
5422,10591
8619,6167
621,11538
8734,7722
10079,3524
9508,7906
5723,3521
515,8815
4548,5214
6936,11546
333,2813
1405,7140
9392,118
3593,3784
9707,7449
11465,5010
147,1000
4964,11457
9467,11518
3684,7626
1560,6490
1070,6274
3596,5652
2017,5074
6518,10802
5303,5528
11474,3482
7499,4557
75,11206
3786,8515
920,8437
4442,1386
1033,6642
11401,3409
5627,7763
3743,2556
4317,1833
6233,7924
2493,1810
2475,7330
6480,4037
893,9838
10589,6930
2489,2103
9291,10786
3128,7673
6216,6582
4228,101
1228,2548
9657,4133
358,2418
3795,7850
3792,9127
8624,1069
3556,7476
3294,3468
138,10062
1571,4369
5583,8755
7956,7268
1989,9055
9529,11462
667,1878
3076,7382
1732,1729
8288,1303
7663,2966
2358,4057
9456,3136
7311,1703
5629,3989
399,3171
10848,7809
11390,3996
2039,6075
5363,11383
6771,19
2102,7000
9279,2183
6301,1844
4536,957
1649,4071
3973,9309
4614,3391
10377,5657
10461,11303
10792,2445
861,1950
3947,1805
1448,7647
1565,8815
366,8561
1547,8541
736,5864
5794,5704
2007,2952
7103,787
8955,4270
10695,2324
3470,3742
7774,3007
6221,11421
79,940
9476,4841
5523,259
6770,5520
8714,3506
11214,7874
7231,7495
349,2152
11519,1328
4622,2974
10330,5957
831,8766
9658,4453
5150,1792
2066,2260
11219,4186
4631,3556
247,5830
5812,1189
3272,3616
109,6855
11203,7319
6238,8762
11400,5395
1843,8898
4068,8331
5215,6484
667,3313
7675,6191
10828,10208
9191,454
5254,2369
6213,2323
3884,4170
8117,8541
10588,8908
11539,7309
4593,4047
7440,4626
10356,9047
10335,2381
4375,8183
2157,3796
274,11428
10403,7116
6466,4970
9136,7425
8572,10068
3183,7321
6625,4669
10231,2741
1422,3765
8269,4152
11355,878
2916,4664
7556,2555
4786,8095
5291,11226
4488,10351
3264,2777
6930,3688
3158,5147
7726,4830
3369,2581
6217,6838
8792,3367
4614,1083
1309,1259
2272,313
2830,4894
1950,9746
1888,1067
5593,3253
6032,5483
10370,9533
2681,4101
2289,9533
2188,11386
1480,7850
2442,11395
2610,7310
4471,234
3400,8060
9076,2753
5886,1795
6449,6100
7903,3594
1508,1699
7311,3788
3076,10984
9080,1573
4765,3007
4654,3701
3116,3117
817,10935
8154,833
8283,8627
3415,2811
6343,6840
7189,9250
4774,3204
2709,7186
2560,1077
8806,3105
6571,11155
3622,1499
5370,5153
7100,1747
11140,10779
4312,9275
5484,7110
8772,2193
6519,5683
3033,507
4545,6464
2279,2126
1848,1884
3414,4023
613,9380
3171,2765
5812,4320
8446,8874
6403,2912
11400,4118
5446,483
3862,8659
798,1056
2630,1026
7344,10356
9015,3241
1839,6686
9822,10453
639,10644
6588,9293
5787,10856
3388,8943
11475,4238
3702,3185
4505,4855
1955,5388
1354,3935
1806,4620
10232,7504
142,4774
4166,7339
9416,10269
1306,3581
7075,4515
5087,6582
7960,10498
5380,739
2615,7189
11527,4377
2943,11403
1376,1008
4951,2296
3600,4129
7408,788
4795,9737
10643,4535
8825,11071
8411,2059
10428,5511
2238,11161
3579,3150
9186,9317
1599,5225
1433,11515
1053,5509
8676,7075
1828,553
2642,5089
7985,7663
4595,4250
10368,11184
10498,36
57,8223
7779,10673
4214,6396
3502,4367
3063,3942
9357,1852
468,3342
406,11413
2713,10804
6399,7129
5861,1115
7603,3604
2851,7164
6915,1936
2987,6493
4869,5924
10178,1226
2497,4528
404,2744
7535,866
250,7643
9341,1170
276,10543
5795,6040
2071,3295
10454,3749
3403,6242
11519,9180
2770,2588
6108,4541
10161,2619
1081,3563
8115,5922
1483,10585
7547,9071
1223,6131
525,3823
2275,332
8945,1151
11454,3429
5165,1210
9134,10366
4327,6180
5464,10365
4150,54
10769,1324
2075,10168
5721,10913
8055,6866
787,9003
1639,10194
3970,3880
2854,5125
4024,1008
2014,29
1606,4282
2758,74
4465,7019
7077,2189
4822,6998
1058,6134
6521,3919
3120,2601
86,3620
9075,548
2287,3751
11509,10937
4675,5380
11264,10073
7076,5670
4964,4047
1001,2893
4911,4617
7019,10760
9860,5628
1999,7075
4901,368
43,1058
2524,6979
10379,7176
1579,5684
293,9404
395,4131
1833,5214
8316,3925
7714,15
1426,1584
8060,5555
3409,3965
4115,1525
5368,3554
5515,11068
9852,1879
6610,2028
4371,4710
1493,1873
10209,3367
7624,7007
416,3081
552,1712
3793,3512
11167,6644
3489,7218
7509,9476
4057,441
3987,7510
22,4272
200,2058
2329,10735
4623,3802
5862,5920
3852,11372
6375,1547
6859,3316
7948,1850
6149,2483
7311,10604
4543,5484
9742,5097
7386,533
3442,6556
1193,7404
3891,6930
2223,2274
5988,7843
6566,3862
5122,3137
3081,4972
11161,8330
6665,9676
8736,2984
10234,5339
5708,2375
6721,8221
4825,4678
7064,1996
9014,4374
9849,7228
10633,946
888,8399
2832,3361
9013,4638
4012,9073
5351,107
1298,11493
5050,10858
6898,449
4714,3703
2178,7323
3028,2203
4686,7058
11527,3609
1629,6417
6582,1380
6917,6073
5203,5276
8713,335
3673,7794
8762,1776
575,6745
4860,4857
6980,6568
8545,2752
2944,5593
5908,4903
2276,7501
10913,3277
8280,2638
6555,4264
3497,3861
1510,11363
9720,6770
3411,8794
3688,5767
10877,4253
9722,10191
6966,2817
9321,1881
10249,4927
2162,412
8673,4611
3976,7268
2217,1584
4839,570
9712,8345
234,4294
9715,1609
10929,11476
2694,6134
1692,3990
1248,1227
6497,11473
77,1544
6622,2363
2352,6360
513,5089
4712,3930
2372,5345
10600,3530
134,4995
4322,2096
1490,2347
1044,6478
7061,8833
10962,3674
3437,3206
3407,4237
1441,4438
5020,9840
441,7944
981,2150
2272,1711
428,8242
5576,6988
7720,1302
10577,457
1124,6116
5710,7007
3800,7519
8762,10411
6915,5833
5738,9817
6592,5122
2438,433
1332,3281
9567,376
3155,6987
5814,11206
3288,2700
2321,11142
11548,8833
7725,10149
5656,8315
5255,9139
1702,10327
5086,9016
